start_node,end_node,key,osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,junction,bridge,width,tunnel
4246373461,1216789877,0,388048413,True,,Rua de Nossa Senhora de Fátima,tertiary,False,55.051,"LINESTRING (-8.6221304 41.1604408, -8.6224077 41.160479, -8.6224508 41.1604816, -8.6224801 41.1604806, -8.6225094 41.1604773, -8.6225548 41.1604698, -8.6225921 41.1604622, -8.6226186 41.1604541, -8.6226412 41.1604454, -8.6226653 41.1604355, -8.6227567 41.1603937)",,,,,
129795158,1438444064,0,13848836,True,1,Praça do Bom Sucesso,secondary,False,81.953,"LINESTRING (-8.6296436 41.1560838, -8.6298205 41.1557576, -8.6298762 41.1556611, -8.630041 41.1554107)",,,,,
128597080,4087312908,0,1167578694,False,3,Rua da Igreja de Paranhos,secondary,True,5.711,,,,,,
128597080,128580161,0,979428550,False,4,Rua da Igreja de Paranhos,secondary,False,46.632999999999996,"LINESTRING (-8.6058176 41.1736115, -8.6057649 41.1734355, -8.6056921 41.1732029)",50,,,,
128597080,411504967,0,1167578692,True,2,Largo da Igreja de Paranhos,secondary,False,48.057,"LINESTRING (-8.6058176 41.1736115, -8.6056268 41.1736407, -8.6052572 41.1737054)",,,,,
474691686,474546948,0,704509573,True,2,Rua da Constituição,secondary,False,86.107,"LINESTRING (-8.6152851 41.1632312, -8.6161933 41.1633406, -8.6163008 41.1633535)",,,,,
4598508646,2689537165,0,868014850,False,2,Rua de Monsanto,tertiary,True,22.102,"LINESTRING (-8.6213604 41.1700737, -8.6214728 41.1700002, -8.6215496 41.1699356)",,,,,
4598508648,4598508646,0,868014850,False,2,Rua de Monsanto,tertiary,True,23.384,,,,,,
2958410861,128560448,0,1028339894,False,2,Rua de Antero de Quental,secondary,True,47.991,"LINESTRING (-8.6109892 41.1645454, -8.6109781 41.1647338, -8.6109795 41.1649768)",,,,,
474691694,474691686,0,39598458,True,1,Rua Ribeiro de Sousa,residential,False,183.676,,,,,,
1225943158,126592365,0,104179543,False,3,Rua da Prelada,secondary,False,18.063,"LINESTRING (-8.6264102 41.1669453, -8.6264167 41.1668738, -8.626429 41.1667835)",,,,,
474691703,474690461,0,39598458,True,1,Rua Ribeiro de Sousa,residential,False,83.503,"LINESTRING (-8.6143419 41.1670268, -8.614354 41.1669719, -8.6145177 41.1662876)",,,,,
335691896,3391599154,0,128363659,True,1,Rua do Campo Alegre,secondary,False,56.181999999999995,"LINESTRING (-8.6330929 41.1526306, -8.6329652 41.152617, -8.6328164 41.1526332, -8.6326606 41.1526383, -8.6325351 41.1526333, -8.6324842 41.1526312, -8.6324251 41.1526305)",,,,,
335691896,5297703224,0,"[1030031001, 1316240063]",False,4,Rua do Campo Alegre,secondary,False,32.71,"LINESTRING (-8.6330929 41.1526306, -8.6331975 41.1526205, -8.6333006 41.1526078, -8.633479 41.1525859)",,,,,
3897692280,1387283703,0,675897037,False,2,Rua da Alegria,secondary,True,18.715,"LINESTRING (-8.5985204 41.1657017, -8.5985915 41.1655805, -8.5986056 41.1655463)",,,,,
2168903802,2168903808,0,434878397,False,,Rua de Augusto Lessa,residential,False,11.787,,,,,,
2168903802,343646683,0,"[1172588825, 30912870]",False,3,Rua de Aval de Baixo,residential,False,158.126,"LINESTRING (-8.5972898 41.1696602, -8.597304 41.1695567, -8.5973531 41.1692117, -8.5973698 41.1690957, -8.5974553 41.1685979, -8.5975736 41.1683866, -8.597633 41.1682719)",,,,,
10913198202,343646747,0,741767470,False,2,Rua de Monsanto,tertiary,True,12.588,,,,,,
2168903806,2168903802,0,434878397,False,,Rua de Augusto Lessa,residential,False,6.146,,,,,,
2168903808,411504965,0,206843929,True,,Rua do Doutor Manuel Laranjeira,residential,False,42.645,"LINESTRING (-8.597149 41.169662, -8.5971893 41.16978, -8.5972552 41.1699685, -8.5972921 41.1700292)",,,,,
455341194,1417675671,0,1190013241,True,2,Rua da Boavista,secondary,False,127.527,"LINESTRING (-8.6212708 41.1566109, -8.6226422 41.1568454, -8.622756 41.1568656)",,,,10,
2689537165,416011692,0,741767470,False,2,Rua de Monsanto,tertiary,True,10.646,,,,,,
1353874575,1418798461,0,"[13848688, 482276568]",True,2,Via Panorâmica,secondary,False,143.02,"LINESTRING (-8.6331114 41.1512531, -8.632876 41.1514495, -8.6327115 41.1516768, -8.6324716 41.1524179)",,,,,
9049275537,412248019,0,1028339896,False,2,Rua do Doutor Roberto Frias,secondary,False,22.450000000000003,"LINESTRING (-8.6001867 41.1756882, -8.6001887 41.1757993, -8.600181 41.1758899)",,,,,
9049275537,411504977,0,"[35145521, 1174863221]",False,3,Rua do Doutor Roberto Frias,secondary,True,118.583,"LINESTRING (-8.6001867 41.1756882, -8.6001652 41.1755369, -8.6001245 41.1753856, -8.6000901 41.1752896, -8.6000451 41.1751947, -8.6000191 41.1751417, -8.5999386 41.1750034, -8.5998329 41.1748119, -8.5997536 41.1746799)",,,,,
128560274,8493177618,0,"[1175952371, 210670990]",True,"['2', '1']",Rua de Antero de Quental,secondary,False,45.65,"LINESTRING (-8.6122531 41.1580584, -8.6123659 41.1578354, -8.6124484 41.1576751)",,,,,
128560275,1422610110,0,14329124,True,2,Largo da Lapa,secondary,False,19.646,"LINESTRING (-8.6126514 41.1573409, -8.6126822 41.1572826, -8.6127422 41.157178)",,,,4,
1110673556,128674452,0,212706762,False,5,Rua de Júlio Dinis,secondary,True,37.675,"LINESTRING (-8.626206 41.1526457, -8.6261331 41.152384, -8.6261136 41.1523141)",,,,,
1110673556,128673221,0,"[482296563, 200072875]",False,"['4', '3']",Praça da Galiza,secondary,False,85.992,"LINESTRING (-8.626206 41.1526457, -8.6262541 41.1526317, -8.626292 41.1526208, -8.6264362 41.1525794, -8.6267246 41.1524928, -8.627035 41.1524076, -8.6271726 41.1523893)",,,,,
287458452,287458454,0,448858672,False,2,Rua de Dionísio Santos Silva,residential,False,56.399,"LINESTRING (-8.6084741 41.1753527, -8.6088555 41.1753584, -8.609144 41.1753941)",,,,,
111415446,5284452753,0,"[1177650957, 250949165, 1177650958]",True,"['2', '3']",Avenida da Boavista,primary,False,218.882,"LINESTRING (-8.6358336 41.1589918, -8.6355239 41.1589419, -8.635316 41.1589086, -8.6352624 41.1589, -8.6350674 41.1588686, -8.6345512 41.1587795, -8.6345103 41.1587738, -8.6343641 41.1587487, -8.6342105 41.1587222, -8.6341734 41.1587158, -8.6339939 41.1586849, -8.6336453 41.1586249, -8.6334014 41.1585822, -8.633282 41.1585628)",,,,,
287458449,416007714,0,26248565,True,,Rua de Delfim Maia,residential,False,91.381,"LINESTRING (-8.6103785 41.1727672, -8.6095116 41.1729352, -8.6094669 41.1729427, -8.6093197 41.1729674)",,,,,
287458449,2486710547,0,35104969,False,2,Rua de Delfim Maia,residential,False,60.426,"LINESTRING (-8.6103785 41.1727672, -8.6104543 41.1727534, -8.6109755 41.1726582, -8.6110801 41.1726391)",,,,,
287458454,435240919,0,"[35104970, 37143414]",True,1,Rua de Leonardo Coimbra,residential,False,86.792,"LINESTRING (-8.609144 41.1753941, -8.6091809 41.1753455, -8.6095077 41.1749513, -8.6096949 41.1747329)",,,,,
128578706,11108276739,0,30912874,True,,Rua da Igreja de Paranhos,tertiary,False,10.386,,,,,,
111799455,2585503026,0,608418575,True,2,Praça Mouzinho de Albuquerque,primary,False,34.128,"LINESTRING (-8.6302268 41.158278, -8.6302663 41.1581949, -8.6302952 41.1581105, -8.630324 41.1579808)",,roundabout,,,
3092543648,1788786387,0,128363655,True,1,Rua Gonçalo Sampaio,secondary,False,40.77,"LINESTRING (-8.6322 41.1536041, -8.6323112 41.1534968, -8.6323175 41.153482, -8.6323788 41.153272)",,,,,
3092543648,2244990442,0,"[482263508, 224637998]",False,3,Rua Gonçalo Sampaio,secondary,True,55.57099999999999,"LINESTRING (-8.6322 41.1536041, -8.6321425 41.1536944, -8.6320578 41.1537974, -8.6319742 41.1538791, -8.6318622 41.1539742, -8.6318156 41.1540073)",,,,,
1165604001,316511864,0,35541709,False,,Largo do Campo Lindo,tertiary,False,22.343,,,,,,
1165604001,416007718,0,35541709,False,,Largo do Campo Lindo,tertiary,True,5.921,,,,,,
10838683814,1788786433,0,1165291406,True,1,Rua de Júlio Dinis,secondary,False,8.115,,,,,,
474552495,474541483,0,1017147074,False,2,Rua de Serpa Pinto,tertiary,False,46.476,,50,,,,
474552495,138208872,0,1017147074,False,2,Rua de Serpa Pinto,tertiary,True,24.751,,50,,,,
411835384,4455723303,0,35997812,True,,Rua do Mondego,residential,False,73.549,"LINESTRING (-8.5964557 41.1726276, -8.5965547 41.172593, -8.5967883 41.1725112, -8.5970046 41.1724393, -8.5970773 41.1724149, -8.5972563 41.172355)",,,,,
411835384,432578922,0,461925689,False,,Rua do Actor Ferreira da Silva,residential,True,50.742,"LINESTRING (-8.5964557 41.1726276, -8.5963846 41.1725883, -8.5963548 41.1725719, -8.596037 41.1724217, -8.5959874 41.1724093, -8.5959338 41.1724091)",,,,,
5865201851,3896082259,0,"[914265957, 100862814, 100862815]",True,2,Rua de Faria Guimarães,secondary,False,387.668,"LINESTRING (-8.6078756 41.1601743, -8.6078204 41.1602203, -8.6075198 41.160862, -8.6068394 41.1624301, -8.6065132 41.1634965)",40,,,,yes
2225284288,128560446,0,28785456,True,2,Rua do Campo Lindo,tertiary,False,92.447,"LINESTRING (-8.610975 41.1676046, -8.6116564 41.1670823, -8.6117522 41.167014)",,,,,
5198412994,4455723336,0,706918119,False,2,Rua Doutor António Bernardino de Almeida,secondary,True,160.401,"LINESTRING (-8.6065315 41.1782479, -8.6065699 41.1782075, -8.6066207 41.178157, -8.6069943 41.1777853, -8.6070657 41.1777143, -8.6072952 41.1774766, -8.6076941 41.1771014)",50,,,,
4612022469,1419645372,0,1187730286,False,,Travessa da Carvalhosa,living_street,False,29.485,,,,,,
5865201872,343646851,0,1174565664,True,3,Rua de Damião de Góis,secondary,False,31.314,"LINESTRING (-8.6130674 41.1619342, -8.6129206 41.161917, -8.6128667 41.1619115, -8.6126976 41.1618918)",,,,,
432578781,4523960189,0,704870100,False,3,Rua do Doutor Roberto Frias,secondary,False,76.754,"LINESTRING (-8.5995986 41.1772548, -8.5993019 41.1778217, -8.5992641 41.1778975)",,,,,
432578781,412248019,0,"[704870100, 1028339895]",False,3,Rua do Doutor Roberto Frias,secondary,True,160.219,"LINESTRING (-8.5995986 41.1772548, -8.5996828 41.1770887, -8.5997431 41.1769697, -8.6000095 41.1764594, -8.6000982 41.1762672, -8.6001511 41.1761223, -8.6001733 41.1760053, -8.600181 41.1758899)",,,,,
126597343,12148105741,0,"[105637465, 13714507, 209436196]",True,2,Rua Domingos Sequeira,secondary,False,299.86,"LINESTRING (-8.6325164 41.1620091, -8.6324316 41.1620732, -8.6314861 41.1625237, -8.6310379 41.1627403, -8.6309934 41.1627597, -8.630899 41.1628035, -8.6308701 41.1628162, -8.6297933 41.1632878, -8.6295804 41.1633828, -8.6295406 41.1634006, -8.6294737 41.1634261)",,,yes,,
474800358,474793814,0,1016388206,False,2,Rua de São Dinis,tertiary,True,15.09,,,,,,
418191593,343634640,0,35541722,False,,Rua de São Veríssimo,tertiary,False,193.61599999999999,"LINESTRING (-8.6057303 41.1696451, -8.6054493 41.1697118, -8.6051518 41.1697988, -8.6045634 41.1699564, -8.6045032 41.1699694, -8.6044429 41.1699745, -8.6034918 41.1699541)",,,,,
129795309,314555992,0,1018561643,False,2,Rua Gonçalo Sampaio,secondary,True,54.048,,,,,,
129795309,129800102,0,14326205,False,2,Rua Gonçalo Sampaio,secondary,False,36.563,"LINESTRING (-8.6307303 41.1548092, -8.6308678 41.1546975, -8.6309024 41.1546686, -8.6310274 41.1545682)",,,,,
335561971,335561972,0,1010326124,True,,Largo da Paz,residential,False,10.309,,,,,,
335561972,335561973,0,1010326125,True,,Largo da Paz,residential,False,29.087,,,,,,
335561973,335562043,0,1015889588,True,,Rua da Paz,living_street,False,93.279,"LINESTRING (-8.6251675 41.1553246, -8.6251904 41.1553059, -8.6255795 41.1551007, -8.6256547 41.1550257, -8.6256816 41.1549506, -8.6256849 41.1546666)",20,,,,
1387283703,773982493,0,1083175719,False,2,Rua da Alegria,secondary,True,13.93,,,,,,
432578810,411504999,0,958152521,False,,Rua do Doutor Manuel Laranjeira,tertiary,False,47.082,"LINESTRING (-8.5987414 41.1729881, -8.5987791 41.1730511, -8.5989726 41.1733741)",,,,,
432578813,445439290,0,35078501,False,2,Rua do Doutor Manuel Laranjeira,tertiary,False,66.657,"LINESTRING (-8.5992093 41.1737693, -8.5992439 41.1738238, -8.5995415 41.1743141)",,,,,
432578817,411835384,0,461925689,False,,Rua do Actor Ferreira da Silva,residential,True,355.3550000000001,"LINESTRING (-8.5989768 41.1747749, -8.5988385 41.1747936, -8.5984031 41.1748528, -8.5983018 41.1748569, -8.5982259 41.1748505, -8.5981781 41.1748357, -8.5981253 41.1748201, -8.598001 41.174722, -8.5977104 41.1744085, -8.597652 41.1743402, -8.5974799 41.1741488, -8.5974674 41.174135, -8.5971302 41.1737602, -8.5969624 41.1734674, -8.5965174 41.1727029, -8.5964557 41.1726276)",,,,,
2605287683,287458449,0,26248567,True,1,Rua de Leonardo Coimbra,residential,False,99.086,"LINESTRING (-8.6103807 41.1736583, -8.6103787 41.1728373, -8.6103785 41.1727672)",,,,,
432578831,4282469015,0,461925686,False,,Rua do Doutor Júlio de Matos,residential,True,61.93,,,,,,
432578831,432578922,0,37141982,False,,,residential,False,369.5589999999999,"LINESTRING (-8.5941911 41.1754256, -8.5943094 41.1750868, -8.5945157 41.1745833, -8.5945616 41.1744782, -8.5946236 41.1743771, -8.5948228 41.1740779, -8.5949944 41.1737279, -8.595182 41.1733132, -8.5952904 41.1731596, -8.5957461 41.1725471, -8.5957971 41.1724933, -8.5958461 41.1724456, -8.595894 41.1724197, -8.5959338 41.1724091)",,,,,
2486710547,2486710615,0,"[35104968, 1176987147]",True,"['2', '1']",Praça de Nove de Abril,residential,False,146.94,"LINESTRING (-8.6110801 41.1726391, -8.6111859 41.1726469, -8.6117712 41.1726902, -8.6119992 41.1727074, -8.6127164 41.1727596, -8.6128275 41.1727662)",,,,,
2486710547,287458449,0,35104969,False,2,Rua de Delfim Maia,residential,True,60.426,"LINESTRING (-8.6110801 41.1726391, -8.6109755 41.1726582, -8.6104543 41.1727534, -8.6103785 41.1727672)",,,,,
2572799251,1243809319,0,108385736,True,,Rua 15 de Novembro,residential,False,141.282,"LINESTRING (-8.633255 41.1586437, -8.6332321 41.1587176, -8.6330171 41.1594285, -8.6329893 41.1595199, -8.6328715 41.159881)",,,,,
773982493,411842524,0,27292882,False,2,Rua da Alegria,secondary,True,117.496,"LINESTRING (-8.5986596 41.1654278, -8.598688 41.1653695, -8.598778 41.1651716, -8.5990253 41.164528, -8.5990691 41.1644174)",,,,,
1110698273,1788787056,0,642609452,True,3,Praça da República,secondary,False,121.054,"LINESTRING (-8.6120253 41.1538357, -8.6120261 41.1540321, -8.6120272 41.1542922, -8.6120238 41.1544215, -8.6120216 41.154573, -8.6120065 41.1548432, -8.6120047 41.1548761, -8.6120012 41.154924)",,,,,
474682657,474683167,0,453761206,True,3,Rua de Damião de Góis,secondary,False,26.643,,,,,,
4455723303,411835382,0,35997812,True,,Rua do Mondego,residential,False,23.499,,,,,,
1837918508,122432550,0,30912908,True,,Rua de Pedro Hispano,tertiary,False,80.29499999999999,"LINESTRING (-8.6299878 41.1654052, -8.6302002 41.1653306, -8.6303219 41.1652777, -8.6303632 41.1652598, -8.6306988 41.1651139, -8.6308069 41.1650366)",,,,,
128581937,2490198483,0,"[448858673, 13798541]",True,2,Rua da Igreja de Paranhos,tertiary,False,98.633,"LINESTRING (-8.6053176 41.1725805, -8.6053408 41.1722423, -8.6053731 41.1720831, -8.6054025 41.1719824, -8.6055323 41.1717155)",,,yes,,
2585503026,4468690328,0,608418574,True,3,Praça Mouzinho de Albuquerque,primary,False,74.855,"LINESTRING (-8.630324 41.1579808, -8.6303271 41.1579476, -8.6303348 41.1578557, -8.6303171 41.1576745, -8.6302528 41.157506, -8.6301439 41.1573337)",,roundabout,,,
445439284,432578810,0,958152519,False,2,Rua do Doutor Manuel Laranjeira,tertiary,False,67.958,,,,,,
128560437,343646688,0,30912875,True,1,Praça de Nove de Abril,residential,False,131.499,"LINESTRING (-8.6128402 41.1710753, -8.6126606 41.1710618, -8.6112781 41.1709494)",,,,,
5297703224,479183873,0,1030031001,False,4,Rua do Campo Alegre,secondary,False,80.263,"LINESTRING (-8.633479 41.1525859, -8.6335202 41.1525796, -8.6335704 41.1525732, -8.6339491 41.1525251, -8.6341695 41.1524971, -8.6343718 41.1524692, -8.6344234 41.1524621)",,,,,
5297703224,335691896,0,"[1030031001, 1316240063]",False,4,Rua do Campo Alegre,secondary,True,32.71,"LINESTRING (-8.633479 41.1525859, -8.6333006 41.1526078, -8.6331975 41.1526205, -8.6330929 41.1526306)",,,,,
138205498,5291598235,0,"[547657336, 547657337, 212710703]",True,2,Rua de Faria Guimarães,secondary,False,443.72200000000004,"LINESTRING (-8.6064353 41.1662568, -8.606457 41.1665906, -8.6064282 41.1680025, -8.6064181 41.1686829, -8.6064088 41.1688454, -8.6063793 41.1689666, -8.6063105 41.1691216, -8.6061982 41.1692826, -8.6060184 41.1695111, -8.6057751 41.1698071, -8.6055501 41.1700774)",,,yes,,
445439290,411504977,0,35078501,False,2,Rua do Doutor Manuel Laranjeira,tertiary,False,44.38,"LINESTRING (-8.5995415 41.1743141, -8.5996732 41.1745412, -8.5997536 41.1746799)",,,,,
335562043,1252543225,0,109406984,True,,,living_street,False,79.399,"LINESTRING (-8.6256849 41.1546666, -8.6261637 41.1545609, -8.6265399 41.1543758)",20,,,,
128560446,474793789,0,212710702,False,2,Rua do Vale Formoso,secondary,False,58.635999999999996,"LINESTRING (-8.6117522 41.167014, -8.6117195 41.1669283, -8.6115648 41.1665059)",,,,,
473879871,128560274,0,13797599,False,2,Rua de Antero de Quental,secondary,False,68.743,"LINESTRING (-8.6120698 41.158661, -8.6120997 41.1585674, -8.6122278 41.1581465, -8.6122531 41.1580584)",,,,,
128560448,8091600965,0,30912883,True,1,Rua de Antero de Quental,tertiary,False,52.656,"LINESTRING (-8.6109795 41.1649768, -8.6109461 41.1651327, -8.6109317 41.1653759, -8.6109324 41.1654481)",,,,,
411504965,2168903806,0,35078498,True,2,Rua do Doutor Manuel Laranjeira,tertiary,False,41.315,"LINESTRING (-8.5972921 41.1700292, -8.597329 41.1697912, -8.5973632 41.1696618)",,,,,
411504965,411835470,0,"[206843931, 35078502, 958152519]",False,2,Rua do Doutor Manuel Laranjeira,tertiary,False,236.284,"LINESTRING (-8.5972921 41.1700292, -8.5975577 41.1707987, -8.5975794 41.1708617, -8.5976901 41.1711824, -8.5977127 41.1712477, -8.5980474 41.1718124, -8.598181 41.1720387)",,,yes,,
411504967,411504968,0,1167578691,True,2,Largo da Igreja de Paranhos,secondary,False,24.88,,,,,,
411504967,2084090872,0,705505995,False,2,Rua Doutor Manuel Pereira da Silva,secondary,True,58.297,"LINESTRING (-8.6052572 41.1737054, -8.6048937 41.1736654, -8.6045648 41.1736749)",,,,,
4455723336,9401053197,0,440117023,True,1,Rua Doutor António Bernardino de Almeida,secondary,False,21.953000000000003,"LINESTRING (-8.6076941 41.1771014, -8.6078333 41.1770585, -8.6078866 41.1770421, -8.6079369 41.1770267)",,,,,
411504969,411506246,0,1167578693,False,3,Rua da Igreja de Paranhos,secondary,True,58.911,,50,,,,
411504968,4087312908,0,406682433,True,1,Largo da Igreja de Paranhos,secondary,False,26.033,"LINESTRING (-8.6055495 41.1737461, -8.6056257 41.1737355, -8.6057055 41.1737202, -8.6058348 41.1736612)",,,,,
4455723345,3694392908,0,35475028,False,2,Rua da Natária,tertiary,False,46.309,,,,,,
4455723345,343646734,0,35475028,False,2,Rua da Natária,tertiary,True,91.997,"LINESTRING (-8.624203 41.1672949, -8.6234468 41.1674775, -8.6233534 41.1674997, -8.6232561 41.1675226, -8.6231535 41.1675394)",,,,,
411504977,9049275537,0,"[35145521, 1174863221]",False,3,Rua do Doutor Roberto Frias,secondary,False,118.58300000000001,"LINESTRING (-8.5997536 41.1746799, -8.5998329 41.1748119, -8.5999386 41.1750034, -8.6000191 41.1751417, -8.6000451 41.1751947, -8.6000901 41.1752896, -8.6001245 41.1753856, -8.6001652 41.1755369, -8.6001867 41.1756882)",,,,,
411504977,432578817,0,461925689,False,,Rua do Actor Ferreira da Silva,residential,True,65.893,"LINESTRING (-8.5997536 41.1746799, -8.5996026 41.174692, -8.5989768 41.1747749)",,,,,
411504977,420777494,0,"[35078500, 1174863220]",False,"['2', '3']",Rua Doutor Manuel Pereira da Silva,secondary,False,124.48500000000001,"LINESTRING (-8.5997536 41.1746799, -8.5998871 41.1745908, -8.6003397 41.174264, -8.6007561 41.1739634, -8.6008383 41.1739145)",,,,,
2486710615,128566335,0,448867800,False,3,Praça de Nove de Abril,secondary,False,106.03399999999999,"LINESTRING (-8.6128275 41.1727662, -8.6127763 41.1726291, -8.6127021 41.1724406, -8.612682 41.1722618, -8.612725 41.1719342, -8.6127436 41.1718292)",,,,,
411504984,420777494,0,35078500,False,2,Rua Doutor Manuel Pereira da Silva,secondary,True,38.42999999999999,"LINESTRING (-8.6012643 41.1737938, -8.6011677 41.1738077, -8.6010496 41.1738346, -8.6009979 41.1738485, -8.6009155 41.1738773, -8.6008383 41.1739145)",,,,,
411504984,412249442,0,"[1208344474, 705505996, 1245335823]",False,2,Rua Doutor Manuel Pereira da Silva,secondary,False,209.974,"LINESTRING (-8.6012643 41.1737938, -8.6012726 41.1737928, -8.6013086 41.173789, -8.6013471 41.1737862, -8.6013863 41.1737839, -8.6014639 41.1737802, -8.6015026 41.1737786, -8.6015419 41.1737773, -8.6015808 41.1737758, -8.6016198 41.1737743, -8.6021695 41.1737572, -8.6023474 41.1737514, -8.6034975 41.1737112, -8.6035805 41.1737092, -8.6037698 41.1737032)",,,,,
129549662,5291538854,0,547650634,True,1,Rua do Paraíso,residential,False,77.34599999999999,"LINESTRING (-8.6118744 41.1566031, -8.6118382 41.1567142, -8.6118047 41.1567788, -8.6117933 41.156799, -8.6117765 41.1568192, -8.6117436 41.1568469, -8.6117027 41.1568727, -8.611574 41.1569323, -8.6114385 41.1569959, -8.6113398 41.1570464, -8.6112673 41.1570815)",,,,,
475052386,25632361,0,"[1172502989, 30405423]",True,2,Rua da Torrinha,residential,False,181.883,"LINESTRING (-8.6229114 41.152802, -8.6216068 41.1526952, -8.6209227 41.1526347, -8.6207549 41.1526088)",,,,4,
412249442,2084090872,0,705505995,False,2,Rua Doutor Manuel Pereira da Silva,secondary,False,66.615,,,,,,
